doc_id,text,cleaned_text,tokens,token_count,label
54,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",seppala s revenue increased by 0 2 to eur10 1 m in finland revenue went down by 2 4 to eur6 8 m while sales abroad rose by 6 2 to eur3 3 m sales increased in all the baltic countries as well as in russia and ukraine,"['seppala', 's', 'revenue', 'increased', 'by', '0', '2', 'to', 'eur10', '1', 'm', 'in', 'finland', 'revenue', 'went', 'down', 'by', '2', '4', 'to', 'eur6', '8', 'm', 'while', 'sales', 'abroad', 'rose', 'by', '6', '2', 'to', 'eur3', '3', 'm', 'sales', 'increased', 'in', 'all', 'the', 'baltic', 'countries', 'as', 'well', 'as', 'in', 'russia', 'and', 'ukraine']",48,positive
55,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",shares of standard chartered stan rose 1 2 in the ftse 100 while royal bank of scotland rbs shares rose 2 and barclays shares barc bcs were up 1 7,"['shares', 'of', 'standard', 'chartered', 'stan', 'rose', '1', '2', 'in', 'the', 'ftse', '100', 'while', 'royal', 'bank', 'of', 'scotland', 'rbs', 'shares', 'rose', '2', 'and', 'barclays', 'shares', 'barc', 'bcs', 'were', 'up', '1', '7']",30,positive
56,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,shares of nokia corp rose thursday after the cell phone maker said its third quarter earnings almost doubled and its share of the global handset market increased,"['shares', 'of', 'nokia', 'corp', 'rose', 'thursday', 'after', 'the', 'cell', 'phone', 'maker', 'said', 'its', 'third', 'quarter', 'earnings', 'almost', 'doubled', 'and', 'its', 'share', 'of', 'the', 'global', 'handset', 'market', 'increased']",27,positive
57,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",in its financial report published on friday seb said its net profit soared to sek6 745 bn in 2010 from a year earlier sek1 114 bn and proposed a 50 dividend increase to sek1 50 per share,"['in', 'its', 'financial', 'report', 'published', 'on', 'friday', 'seb', 'said', 'its', 'net', 'profit', 'soared', 'to', 'sek6', '745', 'bn', 'in', '2010', 'from', 'a', 'year', 'earlier', 'sek1', '114', 'bn', 'and', 'proposed', 'a', '50', 'dividend', 'increase', 'to', 'sek1', '50', 'per', 'share']",37,positive
58,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,sales for the department store division increased by 15 and sales for the clothing store subsidiary seppala increased by 8 meanwhile sales for hobby hall decreased by 12,"['sales', 'for', 'the', 'department', 'store', 'division', 'increased', 'by', '15', 'and', 'sales', 'for', 'the', 'clothing', 'store', 'subsidiary', 'seppala', 'increased', 'by', '8', 'meanwhile', 'sales', 'for', 'hobby', 'hall', 'decreased', 'by', '12']",28,positive
59,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",at the request of finnish media company alma media s newspapers research manager jari kaivo oja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland s national economy by using a model developed by the university of denver,"['at', 'the', 'request', 'of', 'finnish', 'media', 'company', 'alma', 'media', 's', 'newspapers', 'research', 'manager', 'jari', 'kaivo', 'oja', 'at', 'the', 'finland', 'futures', 'research', 'centre', 'at', 'the', 'turku', 'school', 'of', 'economics', 'has', 'drawn', 'up', 'a', 'future', 'scenario', 'for', 'finland', 's', 'national', 'economy', 'by', 'using', 'a', 'model', 'developed', 'by', 'the', 'university', 'of', 'denver']",49,neutral
60,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",in sweden gallerix accumulated sek denominated sales were down 1 and eur denominated sales were up 11,"['in', 'sweden', 'gallerix', 'accumulated', 'sek', 'denominated', 'sales', 'were', 'down', '1', 'and', 'eur', 'denominated', 'sales', 'were', 'up', '11']",17,neutral
61,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production,"['the', 'company', 'supports', 'its', 'global', 'customers', 'in', 'developing', 'new', 'technologies', 'and', 'offers', 'a', 'fast', 'route', 'from', 'product', 'development', 'to', 'applications', 'and', 'volume', 'production']",23,neutral
62,"When this investment is in place , Atria plans to expand into the Moscow market .",when this investment is in place atria plans to expand into the moscow market,"['when', 'this', 'investment', 'is', 'in', 'place', 'atria', 'plans', 'to', 'expand', 'into', 'the', 'moscow', 'market']",14,neutral
63,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .",the new agreement is a continuation to theagreement signed earlier this year with the lemminkainen group whereby cramo acquired the entire construction machine fleet oflemminkainen talo oy ita ja pohjois suomo and signed asimilar agreement said tatu hauhio managing director ofcramo finland,"['the', 'new', 'agreement', 'is', 'a', 'continuation', 'to', 'theagreement', 'signed', 'earlier', 'this', 'year', 'with', 'the', 'lemminkainen', 'group', 'whereby', 'cramo', 'acquired', 'the', 'entire', 'construction', 'machine', 'fleet', 'oflemminkainen', 'talo', 'oy', 'ita', 'ja', 'pohjois', 'suomo', 'and', 'signed', 'asimilar', 'agreement', 'said', 'tatu', 'hauhio', 'managing', 'director', 'ofcramo', 'finland']",42,neutral
64,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",at first the contract envisaged the construction of three ferryboats with an option for two more units further confirmed at a total value of 500 mln euro 645 8 mln,"['at', 'first', 'the', 'contract', 'envisaged', 'the', 'construction', 'of', 'three', 'ferryboats', 'with', 'an', 'option', 'for', 'two', 'more', 'units', 'further', 'confirmed', 'at', 'a', 'total', 'value', 'of', '500', 'mln', 'euro', '645', '8', 'mln']",30,positive
65,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",in june it sold a 30 percent stake to nordstjernan and the investment group has now taken up the option to acquire eqt s remaining shares,"['in', 'june', 'it', 'sold', 'a', '30', 'percent', 'stake', 'to', 'nordstjernan', 'and', 'the', 'investment', 'group', 'has', 'now', 'taken', 'up', 'the', 'option', 'to', 'acquire', 'eqt', 's', 'remaining', 'shares']",26,neutral
66,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",kesko corporation stock exchange release 28 02 2008 at 09 30 1 1 kesko corporation and aspo plc today signed an agreement by which aspo acquires the share capital of kauko telko ltd a subsidiary wholly owned by kesko,"['kesko', 'corporation', 'stock', 'exchange', 'release', '28', '02', '2008', 'at', '09', '30', '1', '1', 'kesko', 'corporation', 'and', 'aspo', 'plc', 'today', 'signed', 'an', 'agreement', 'by', 'which', 'aspo', 'acquires', 'the', 'share', 'capital', 'of', 'kauko', 'telko', 'ltd', 'a', 'subsidiary', 'wholly', 'owned', 'by', 'kesko']",39,positive
67,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,sponda plc stock exchange release 5 december 2006 at 15 45 eur 1 5 billion syndicated credit facility for sponda sponda has signed an agreement for a one year syndicated credit facility for a total of eur 1 5 billion,"['sponda', 'plc', 'stock', 'exchange', 'release', '5', 'december', '2006', 'at', '15', '45', 'eur', '1', '5', 'billion', 'syndicated', 'credit', 'facility', 'for', 'sponda', 'sponda', 'has', 'signed', 'an', 'agreement', 'for', 'a', 'one', 'year', 'syndicated', 'credit', 'facility', 'for', 'a', 'total', 'of', 'eur', '1', '5', 'billion']",40,positive
68,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,stock exchange announcement 20 july 2006 1 1 basware share subscriptions with warrants and increase in share capital a total of 119 850 shares have been subscribed with basware warrant program,"['stock', 'exchange', 'announcement', '20', 'july', '2006', '1', '1', 'basware', 'share', 'subscriptions', 'with', 'warrants', 'and', 'increase', 'in', 'share', 'capital', 'a', 'total', 'of', '119', '850', 'shares', 'have', 'been', 'subscribed', 'with', 'basware', 'warrant', 'program']",31,neutral
69,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",the contract covers hdo platform ac800 and cxe880 optical fttb nodes designed to increase the forward and return path capacity of the transmission networks,"['the', 'contract', 'covers', 'hdo', 'platform', 'ac800', 'and', 'cxe880', 'optical', 'fttb', 'nodes', 'designed', 'to', 'increase', 'the', 'forward', 'and', 'return', 'path', 'capacity', 'of', 'the', 'transmission', 'networks']",24,positive
70,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,the new plant is planned to have an electricity generation capacity of up to 350 megawatts mw and the same heat generation capacity,"['the', 'new', 'plant', 'is', 'planned', 'to', 'have', 'an', 'electricity', 'generation', 'capacity', 'of', 'up', 'to', '350', 'megawatts', 'mw', 'and', 'the', 'same', 'heat', 'generation', 'capacity']",23,neutral
71,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",the omx helsinki 25 index was up 0 92 pct at 2 518 67 and the helsinki cap portfolio index was 0 91 pct higher at 4 711 19,"['the', 'omx', 'helsinki', '25', 'index', 'was', 'up', '0', '92', 'pct', 'at', '2', '518', '67', 'and', 'the', 'helsinki', 'cap', 'portfolio', 'index', 'was', '0', '91', 'pct', 'higher', 'at', '4', '711', '19']",29,positive
72,"- So , the sales growth of cars considerably influence on the tires market '' .",so the sales growth of cars considerably influence on the tires market,"['so', 'the', 'sales', 'growth', 'of', 'cars', 'considerably', 'influence', 'on', 'the', 'tires', 'market']",12,neutral
73,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",a maximum of 666 104 new shares can further be subscribed for by exercising b options under the 2004 stock option plan,"['a', 'maximum', 'of', '666', '104', 'new', 'shares', 'can', 'further', 'be', 'subscribed', 'for', 'by', 'exercising', 'b', 'options', 'under', 'the', '2004', 'stock', 'option', 'plan']",22,neutral
74,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",as a result of the share issue the number of the company s shares increases by 391 630 shares and the share capital by a total of eur 15 665 20,"['as', 'a', 'result', 'of', 'the', 'share', 'issue', 'the', 'number', 'of', 'the', 'company', 's', 'shares', 'increases', 'by', '391', '630', 'shares', 'and', 'the', 'share', 'capital', 'by', 'a', 'total', 'of', 'eur', '15', '665', '20']",31,neutral
75,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",finnish real estate investor sponda plc said on wednesday 12 march that it has signed agreements with danske bank a s helsinki branch for a 7 year eur150m credit facility and with ilmarinen mutual pension insurance company for a 7 year eur50m credit facility,"['finnish', 'real', 'estate', 'investor', 'sponda', 'plc', 'said', 'on', 'wednesday', '12', 'march', 'that', 'it', 'has', 'signed', 'agreements', 'with', 'danske', 'bank', 'a', 's', 'helsinki', 'branch', 'for', 'a', '7', 'year', 'eur150m', 'credit', 'facility', 'and', 'with', 'ilmarinen', 'mutual', 'pension', 'insurance', 'company', 'for', 'a', '7', 'year', 'eur50m', 'credit', 'facility']",44,neutral
